order_id,customer_id,product_id,campaign_id,order_date,order_total_cad,discount_amount_cad,quantity,category,order_status,payment_method,province,city,session_duration_minutes,is_repeat_customer,delivery_days,return_reason
1789957,652108,74367,6132,2022-12-29,74.1500015258789,4.51000022888184,2,Groceries,Completed,Credit Card,AB,Red Deer,NULL,1,1,NULL
1790193,905819,92967,NULL,2024-09-14,44.7599983215332,0,1,Health & Beauty,Processing,PayPal,ON,London,37.2000007629395,1,NULL,NULL
1790368,416797,45082,2784,2025-05-25,92.2600021362305,13.539999961853,3,Clothing,Returned,Google Pay,ON,London,22.2000007629395,1,NULL,Defective
1790871,128276,95428,NULL,2024-11-20,118.48999786377,0,1,Groceries,Completed,Credit Card,ON,Markham,NULL,1,4,NULL
1790971,408036,98542,NULL,2023-07-31,90.3399963378906,0,1,Clothing,Returned,Credit Card,ON,Hamilton,27.6000003814697,1,NULL,Changed mind
1791390,455505,51111,1386,2025-02-26,215.940002441406,0,5,Household,Completed,Debit Card,QC,Montreal,23.8999996185303,1,2,NULL
1791753,258290,31750,8141,2022-03-23,197.800003051758,0,4,Household,Completed,PayPal,PE,Charlottetown,39.7000007629395,1,5,NULL
1792275,587623,45666,NULL,2024-11-13,50.939998626709,0,4,Toys & Games,Returned,Interac e-Transfer,BC,Richmond,4.19999980926514,1,NULL,Changed mind
1792774,970357,94582,8473,2023-11-07,202.679992675781,0,4,Groceries,Completed,Credit Card,BC,Burnaby,6.30000019073486,1,5,NULL
1793521,138479,78848,NULL,2022-06-12,41.7700004577637,0,2,Groceries,Completed,Debit Card,ON,Brampton,6.69999980926514,1,7,NULL
1793693,887443,46414,3679,2023-12-17,128.330001831055,16.5499992370605,3,Sports & Outdoors,Returned,Credit Card,ON,Mississauga,4.09999990463257,1,NULL,Wrong item
1793720,231250,64267,NULL,2024-03-12,23.0200004577637,0,2,Health & Beauty,Processing,Apple Pay,ON,London,43.5,1,NULL,NULL
1794146,168517,96026,NULL,2023-07-18,16.0499992370605,0,2,Clothing,Returned,PayPal,ON,Brampton,16.2000007629395,1,NULL,Not as described
1795645,398768,11252,NULL,2024-05-27,220.350006103516,NULL,1,Toys & Games,Completed,PayPal,QC,Laval,15.5,1,12,NULL
1795901,739717,46431,NULL,2025-09-29,31.9599990844727,0,1,Health & Beauty,Completed,PayPal,QC,Montreal,44.2000007629395,1,2,NULL
1796213,491326,58763,NULL,2023-06-30,183.619995117188,0,1,Office Supplies,Returned,NULL,BC,Surrey,42.7000007629395,1,NULL,Defective
1796366,930117,93684,2784,2025-06-03,58.0499992370605,0,4,Groceries,Completed,Debit Card,QC,Montreal,15.1000003814697,1,2,NULL
1798227,280941,99609,NULL,2023-02-18,93.1999969482422,0,1,Electronics,Completed,Interac e-Transfer,AB,Calgary,1.39999997615814,1,10,NULL
1799452,373432,17000,NULL,2025-04-01,16.8299999237061,0,1,Electronics,Completed,Debit Card,QC,Gatineau,10.3000001907349,1,2,NULL
1799550,783414,79198,3871,2025-10-01,52.3499984741211,0,2,Health & Beauty,Completed,Debit Card,BC,Kelowna,21.3999996185303,1,2,NULL
1800825,893005,33501,NULL,2025-05-21,133.130004882813,0,1,Groceries,Completed,Interac e-Transfer,NB,Moncton,NULL,1,6,NULL
1801131,781453,57490,3791,2025-05-29,118.529998779297,13.960000038147,5,Groceries,Cancelled,CREDIT CARD,ON,Brampton,38.2999992370605,1,NULL,NULL
1802645,377370,97141,9861,2024-11-24,81.6699981689453,NULL,4,Health & Beauty,Completed,PayPal,AB,Red Deer,9.10000038146973,1,1,NULL
1804545,203225,59340,NULL,2025-04-07,57.6800003051758,0,2,Toys & Games,Completed,Debit Card,ON,Markham,NULL,1,7,NULL
1804569,839808,50695,NULL,2025-05-25,216.309997558594,0,2,Clothing,Completed,Debit Card,NB,Moncton,33.2000007629395,1,3,NULL
1804906,134305,98647,NULL,2025-04-06,184.919998168945,0,3,Clothing,Completed,Credit Card,ON,Brampton,28.1000003814697,1,6,NULL
1806155,498658,35099,7785,2025-08-06,191.320007324219,0,3,Sports & Outdoors,Completed,Credit Card,AB,Edmonton,NULL,1,8,NULL
1806532,982277,53633,NULL,2025-12-12,147.389999389648,0,3,Toys & Games,Returned,NULL,ON,Ottawa,37.2999992370605,1,NULL,Wrong item
1806947,793384,98330,NULL,2024-08-18,106.940002441406,0,3,Health & Beauty,Cancelled,Credit Card,SK,Saskatoon,5.30000019073486,1,NULL,NULL
1807886,391668,22957,3791,2025-06-03,154.149993896484,22.4699993133545,4,Household,Returned,Credit Card,QC,Laval,5.40000009536743,1,NULL,Not as described
1807933,878086,85437,7313,2022-07-16,127.370002746582,12.6999998092651,3,Electronics,Completed,Credit Card,BC,Vancouver,8.69999980926514,1,NULL,NULL
1808196,789786,91462,NULL,2025-11-19,230.559997558594,NULL,4,Groceries,Returned,Debit Card,AB,Edmonton,39.7000007629395,1,NULL,Not as described
1808402,410244,60190,NULL,2025-11-02,43.2099990844727,0,3,Household,Completed,Debit Card,QC,Quebec City,41.9000015258789,1,9,NULL
1810616,723948,10192,NULL,2025-11-08,121.339996337891,0,2,Toys & Games,Cancelled,Debit Card,ON,Toronto,23.3999996185303,1,NULL,NULL
1816507,648141,89784,7785,2025-09-13,79.129997253418,NULL,1,Clothing,Returned,Credit Card,AB,Red Deer,1.20000004768372,0,NULL,Defective
1817041,254864,57332,9861,2024-11-28,113.410003662109,20.0599994659424,2,Household,Returned,Debit Card,AB,Edmonton,5.80000019073486,0,NULL,Defective
1818898,629903,78848,NULL,2025-07-26,123.23999786377,0,1,Groceries,Completed,PayPal,BC,Burnaby,7,1,13,NULL
1819784,201883,66021,NULL,2024-08-27,193.029998779297,0,2,Groceries,Returned,Credit Card,AB,Lethbridge,24.1000003814697,1,NULL,Not as described
1821357,686075,91306,NULL,2024-05-15,86.2600021362305,0,5,Groceries,Processing,Debit Card,QC,Quebec City,8.5,0,NULL,NULL
1822675,799233,33043,NULL,2025-12-09,95.9199981689453,0,2,Health & Beauty,Returned,Apple Pay,ON,Ottawa,43.7999992370605,1,NULL,Not as described
1823169,572230,91462,7785,2025-08-09,158.679992675781,0,1,Groceries,Completed,NULL,ON,Mississauga,20.2999992370605,1,9,NULL
1823461,387936,49293,NULL,2025-12-08,60.8699989318848,0,2,Clothing,Returned,NULL,BC,Kelowna,18.3999996185303,0,NULL,NULL
1823670,694916,16891,NULL,2021-11-17,119.040000915527,0,2,Groceries,Returned,Credit Card,ON,Markham,32.5999984741211,1,NULL,Not as described
1824858,549660,39793,NULL,2023-02-23,183.350006103516,0,1,Electronics,Completed,Credit Card,ON,Mississauga,26.6000003814697,1,NULL,NULL
1824860,921874,85325,NULL,2025-10-18,139.300003051758,0,2,Health & Beauty,Completed,NULL,BC,Richmond,38.2999992370605,1,3,NULL
1825138,411120,96026,8473,2023-10-13,194,29.0200004577637,2,Clothing,Completed,Credit Card,QC,Quebec City,8.39999961853027,1,1,NULL
1825825,405420,35484,NULL,2023-09-19,67.870002746582,0,1,Clothing,Returned,Credit Card,AB,Lethbridge,40.9000015258789,1,NULL,Changed mind
1826413,929822,58631,NULL,2025-12-28,28.8299999237061,0,1,Groceries,Completed,Interac e-Transfer,SK,Regina,40.9000015258789,1,5,NULL
1826549,978157,13294,NULL,2024-03-25,176.600006103516,0,1,Groceries,Completed,Debit Card,ON,Toronto,31.2000007629395,1,1,NULL
1827064,398830,25543,1238,2025-02-19,141.119995117188,0,2,Sports & Outdoors,Completed,Debit Card,ON,Brampton,22.8999996185303,1,10,NULL
1827079,790909,31432,NULL,2025-09-08,126.360000610352,0,4,Clothing,Returned,Debit Card,BC,Kelowna,28.2999992370605,1,NULL,Wrong item
1827509,172306,91462,6822,2024-07-21,136.089996337891,0,2,Groceries,Completed,NULL,AB,Calgary,42.7000007629395,1,6,NULL
1828027,985506,49158,NULL,2025-05-22,228.679992675781,0,1,Household,Cancelled,Credit Card,BC,Vancouver,12.6999998092651,1,NULL,NULL
1828492,284171,43471,NULL,2025-05-16,178.919998168945,0,6,Groceries,Returned,Credit Card,AB,Calgary,20,1,NULL,Changed mind
1828909,855948,95413,9474,2023-08-02,130.789993286133,25.8600006103516,2,Health & Beauty,Returned,Debit Card,BC,Abbotsford,12.1000003814697,1,NULL,Not as described
1828993,429445,97262,NULL,2025-08-10,170.649993896484,0,2,Health & Beauty,Returned,PayPal,AB,Red Deer,15.6999998092651,1,NULL,Not as described
1829826,635280,35580,NULL,2025-02-23,125.790000915527,0,6,Groceries,Completed,Interac e-Transfer,MB,Winnipeg,29.8999996185303,0,2,NULL
1832380,903373,56763,5386,2024-11-03,71.620002746582,0,1,Household,Completed,Credit Card,ON,Hamilton,1.79999995231628,1,3,NULL
1832496,799330,89477,NULL,2025-11-11,131.5,0,4,Groceries,Completed,NULL,AB,Lethbridge,NULL,1,6,NULL
1832818,731894,66971,6814,2025-05-29,96.2600021362305,8.56999969482422,4,Groceries,Completed,Debit Card,AB,Red Deer,19.5,0,1,NULL
1833808,859396,67793,6814,2025-05-23,40.8800010681152,7.19999980926514,4,Groceries,Cancelled,Debit Card,ON,Toronto,25.8999996185303,1,NULL,NULL
1836346,771237,30134,9861,2024-11-30,171.419998168945,21.6900005340576,2,Groceries,Returned,Paypal,ON,Ottawa,21.1000003814697,1,NULL,Not as described
1836711,246991,91306,5732,2025-04-17,208.160003662109,0,3,Groceries,Completed,Interac e-Transfer,BC,Richmond,31.1000003814697,1,5,NULL
1838605,103717,57332,9474,2023-09-09,78.25,0,5,Household,Completed,NULL,BC,Surrey,3,1,11,NULL
1838728,707314,66021,NULL,2024-11-05,144.369995117188,0,2,Groceries,Completed,Credit Card,QC,Gatineau,6.40000009536743,1,8,NULL
1840271,544611,92634,NULL,2023-11-29,73.1900024414063,0,2,Household,Completed,NULL,QC,Laval,18.2000007629395,1,3,NULL
1841114,916990,37939,NULL,2024-05-27,168.960006713867,0,3,Household,Completed,Debit Card,QC,Laval,17.5,1,NULL,NULL
1841957,983456,97860,NULL,2025-05-06,80.5899963378906,0,2,Household,Returned,Debit Card,QC,Laval,36.2999992370605,1,NULL,Changed mind
1842079,485415,90486,NULL,2025-11-10,168.410003662109,0,1,Electronics,Returned,Credit Card,PE,Charlottetown,32,1,NULL,Changed mind
1844877,771237,50695,NULL,2025-06-10,86.2300033569336,0,2,Clothing,Completed,Credit Card,ON,Ottawa,42.2999992370605,1,3,NULL
1845592,932250,31375,NULL,2024-11-16,107.809997558594,0,1,Groceries,Returned,Credit Card,ON,London,11.3999996185303,1,NULL,Not as described
1845752,479580,12340,NULL,2025-12-20,219.929992675781,0,5,Groceries,Cancelled,NULL,MB,Brandon,8.30000019073486,1,NULL,NULL
1846520,861319,89258,NULL,2025-10-30,40.7400016784668,0,2,Groceries,Completed,Interac e-Transfer,AB,Calgary,6.80000019073486,1,5,NULL
1846631,324082,34296,NULL,2024-12-14,121.76000213623,0,2,Office Supplies,Cancelled,Credit Card,AB,Edmonton,29.5,1,NULL,NULL
1847445,129556,15255,NULL,2025-11-24,39.6800003051758,0,2,Groceries,Processing,Credit Card,ON,London,30.5,1,NULL,NULL
1847639,330283,53372,NULL,2025-04-30,114.629997253418,0,3,Electronics,Completed,Google Pay,ON,Mississauga,29.2999992370605,1,8,NULL
1849218,324345,39429,NULL,2025-03-12,28.0400009155273,0,4,Groceries,Cancelled,Credit Card,ON,Markham,13,1,NULL,NULL
1853143,704788,34296,7451,2024-01-25,69.4199981689453,6.30000019073486,1,Office Supplies,Completed,NULL,BC,Burnaby,28,1,2,NULL
1855654,862560,60210,NULL,2024-12-10,133.119995117188,0,4,Electronics,Completed,Credit Card,ON,Hamilton,44.7000007629395,1,2,NULL
1857515,580547,24265,NULL,2025-12-06,157.410003662109,0,4,Groceries,Completed,Interac e-Transfer,QC,Montreal,22.7999992370605,1,8,NULL
1860199,233827,98293,NULL,2023-12-09,28.3999996185303,0,1,Groceries,Returned,NULL,ON,London,12.6999998092651,0,NULL,Changed mind
1860528,455505,22717,NULL,2024-10-24,185.240005493164,0,2,Clothing,Completed,Credit Card,QC,Montreal,NULL,1,11,NULL
1861215,554582,25543,1149,2021-05-29,29.6599998474121,2.03999996185303,2,Sports & Outdoors,Cancelled,Credit Card,ON,Toronto,11.3000001907349,0,NULL,NULL
1862881,461249,60961,NULL,2025-03-08,99.0800018310547,0,1,Groceries,Completed,Debit Card,ON,Mississauga,42.0999984741211,1,5,NULL
1863083,539122,37939,NULL,2025-06-27,114.709999084473,0,4,Household,Completed,Credit Card,NB,Fredericton,31.2000007629395,1,5,NULL
1863950,489033,81223,NULL,2024-12-24,136.940002441406,0,1,Household,Completed,PayPal,QC,Gatineau,2.79999995231628,1,6,NULL
1864088,517821,34314,NULL,2025-01-26,138.110000610352,0,2,Groceries,Returned,PayPal,BC,Richmond,18.7000007629395,1,NULL,Defective
1864276,138479,31375,NULL,2023-10-31,54.3400001525879,0,1,Groceries,Completed,Credit Card,ON,Brampton,43.5999984741211,1,12,NULL
1864562,701253,59340,3893,2022-09-17,74.8399963378906,5.48000001907349,2,Toys & Games,Returned,Credit Card,ON,Brampton,1.5,1,NULL,Changed mind
1864643,130094,89784,NULL,2025-10-27,20.2700004577637,0,2,Clothing,PROCESSING,Debit Card,MB,Brandon,12.5,1,NULL,NULL
1865737,607774,68557,NULL,2023-03-16,107.129997253418,0,1,Health & Beauty,Completed,Interac e-Transfer,AB,Red Deer,37.2000007629395,1,11,NULL
1865924,185884,77205,NULL,2025-07-05,95.6699981689453,0,2,Electronics,Completed,PayPal,BC,Burnaby,2.90000009536743,1,13,NULL
1868100,180913,88391,NULL,2023-12-25,171.740005493164,NULL,3,Electronics,Processing,Debit Card,BC,Abbotsford,27.8999996185303,1,NULL,NULL
1868228,194682,65446,NULL,2023-09-16,105.949996948242,0,2,Household,Completed,Debit Card,QC,Montreal,11.8000001907349,1,3,NULL
1868979,260053,36840,NULL,2025-04-17,37.4900016784668,NULL,5,Household,Processing,PayPal,NS,Dartmouth,26.1000003814697,1,NULL,NULL
1871707,207573,89477,NULL,2025-07-06,21.9400005340576,0,2,Groceries,Returned,Credit Card,ON,Mississauga,35.7000007629395,0,NULL,Not as described
1875103,455007,87819,NULL,2025-11-10,50.5900001525879,NULL,2,Clothing,Completed,Interac e-Transfer,BC,Vancouver,15.1999998092651,1,2,NULL
1875555,557007,35305,9861,2024-11-24,57.0299987792969,0,4,Household,Completed,Credit Card,AB,Red Deer,23.6000003814697,1,11,NULL
1875724,279516,46431,1514,2023-05-17,93.3499984741211,17.5699996948242,1,Health & Beauty,Returned,Credit Card,ON,Hamilton,8,1,NULL,Wrong item
1876395,391476,13294,NULL,2023-09-03,72.7099990844727,0,2,Groceries,Returned,Apple Pay,ON,Markham,6.90000009536743,1,NULL,Changed mind
1876726,807166,16795,NULL,2025-12-12,181.100006103516,0,2,Groceries,Completed,Credit Card,QC,Laval,35.7000007629395,1,7,NULL
1876881,132653,10192,3012,2025-03-13,72.4700012207031,3.77999997138977,2,Toys & Games,Completed,Debit Card,AB,Lethbridge,40.7999992370605,1,8,NULL
1879492,945362,93427,NULL,2025-06-18,174.089996337891,0,6,Electronics,Returned,Credit Card,QC,Gatineau,36.5999984741211,1,NULL,Changed mind
1879750,386193,92634,NULL,2021-05-14,72.1699981689453,0,2,Household,Completed,PayPal,ON,Brampton,39.9000015258789,1,13,NULL
1880248,870899,20115,NULL,2025-08-31,183.449996948242,0,1,Toys & Games,Cancelled,Credit Card,ON,Markham,33.5,1,NULL,NULL
1882460,656639,92967,NULL,2022-12-21,196.339996337891,0,1,Health & Beauty,Returned,Debit Card,BC,Richmond,36.7999992370605,1,NULL,Changed mind
1882882,353690,75004,9595,2024-07-20,68.6100006103516,5.11999988555908,2,Electronics,Completed,Debit Card,BC,Burnaby,38.4000015258789,1,14,NULL
1883071,626690,98647,2304,2022-07-06,126.389999389648,0,1,Clothing,Processing,Credit Card,QC,Montreal,5.5,1,NULL,NULL
1883168,683783,90059,3179,2023-11-22,112.01000213623,0,1,Household,Completed,NULL,ON,Hamilton,40.9000015258789,0,13,NULL
1883298,543973,89202,7230,2025-05-22,79.2099990844727,0,2,Groceries,Completed,Debit Card,ON,Ottawa,7.5,1,12,NULL
1884462,544151,60440,NULL,2025-06-24,32.8400001525879,0,5,Groceries,Completed,Credit Card,SK,Saskatoon,NULL,1,1,NULL
1885155,579441,84540,3679,2023-12-10,38.7400016784668,0,1,Groceries,Returned,Credit Card,AB,Calgary,NULL,1,NULL,Changed mind
1885793,862569,61407,NULL,2024-10-31,110.459999084473,0,6,Office Supplies,Completed,Interac e-Transfer,PE,Charlottetown,1.89999997615814,1,2,NULL
1888843,665427,72354,7451,2024-01-21,118.839996337891,0,2,Clothing,Returned,Credit Card,ON,London,24.7000007629395,0,NULL,Defective
1889936,930281,56547,NULL,2025-11-21,25.0100002288818,0,1,Sports & Outdoors,Returned,PayPal,ON,Hamilton,24.8999996185303,1,NULL,Not as described
1890293,132938,53372,NULL,2023-03-20,129.179992675781,0,3,Electronics,Completed,Apple Pay,BC,Vancouver,28.7999992370605,1,1,NULL
1890329,781113,45411,NULL,2025-10-16,112.110000610352,0,1,Health & Beauty,Completed,Google Pay,ON,Ottawa,3.29999995231628,1,1,NULL
1890433,726928,59736,NULL,2022-09-18,44.7200012207031,0,4,Household,Returned,Credit Card,AB,Edmonton,26.6000003814697,1,NULL,NULL
1891486,174637,64972,2534,2022-11-02,63.5499992370605,5.46999979019165,2,Groceries,Returned,PayPal,ON,Hamilton,11.5,1,NULL,Defective
1892210,460663,78049,NULL,2025-03-17,98.0100021362305,0,2,Groceries,Returned,Debit Card,ON,Toronto,37.0999984741211,1,NULL,NULL
1892588,518801,68454,NULL,2025-11-23,131.770004272461,0,2,Household,Returned,Debit Card,QC,Laval,20.6000003814697,1,NULL,Defective
1893719,978157,89784,2784,2025-06-25,184.779998779297,12.1300001144409,1,Clothing,Completed,Debit Card,ON,Toronto,16.3999996185303,1,8,NULL
1894765,375504,60436,NULL,2023-07-23,107.620002746582,0,3,Clothing,Returned,Credit Card,QC,Laval,43.7000007629395,1,NULL,Wrong item
1894881,426775,69454,NULL,2024-11-27,234.009994506836,0,2,Office Supplies,Returned,Debit Card,NS,Dartmouth,29.2000007629395,1,NULL,NULL
1895499,204837,73909,NULL,2025-11-27,40.8199996948242,0,4,Groceries,Completed,NULL,BC,Surrey,4.09999990463257,1,4,NULL
1898295,182582,58486,NULL,2024-05-03,49.9500007629395,0,1,Groceries,Returned,Credit Card,QC,Montreal,8,1,NULL,Changed mind
1898548,568849,94582,NULL,2025-11-18,65.8300018310547,0,2,Groceries,Completed,Credit Card,QC,Quebec City,42.0999984741211,1,1,NULL
1901562,317220,73133,2784,2025-05-31,10.0299997329712,0.629999995231628,6,Household,Completed,CREDIT CARD,QC,Gatineau,25.3999996185303,1,10,NULL
1901788,768636,73909,3161,2022-12-22,37.8400001525879,0,2,Groceries,Completed,Credit Card,AB,Lethbridge,35.0999984741211,1,14,NULL
1901838,631699,60436,NULL,2025-06-19,28.3799991607666,0,1,Clothing,Completed,PayPal,ON,Ottawa,35.7999992370605,0,12,NULL
1902591,761759,89258,9700,2022-05-09,81.3000030517578,0,1,Groceries,Completed,Debit Card,PE,Charlottetown,44.5999984741211,1,10,NULL
1902751,755087,59736,NULL,2025-12-08,28.2800006866455,0,1,Household,Returned,PayPal,QC,Gatineau,22.7000007629395,1,NULL,NULL
1904067,878967,78393,NULL,2021-11-08,181.270004272461,0,1,Household,Completed,Debit Card,QC,Quebec City,20.2999992370605,1,4,NULL
1905034,282547,74639,1386,2025-03-10,24.8899993896484,2.85999989509583,5,Health & Beauty,Cancelled,NULL,BC,Richmond,36.5,1,NULL,NULL
1908668,722656,98293,NULL,2023-04-07,102.720001220703,0,6,Groceries,Returned,Credit Card,ON,Toronto,2.29999995231628,1,NULL,Wrong item
1908956,189083,83988,NULL,2025-05-23,30.5400009155273,0,2,Clothing,Cancelled,Credit Card,ON,Toronto,24.8999996185303,1,NULL,NULL
1909643,718439,45411,NULL,2025-08-13,44.1399993896484,0,3,Health & Beauty,Cancelled,Credit Card,SK,Regina,36.2999992370605,1,NULL,NULL
1909663,595158,88391,NULL,2025-07-22,81.3000030517578,0,1,Electronics,Returned,Debit Card,AB,Lethbridge,43.5,0,NULL,Wrong item
1912015,656251,59609,NULL,2024-06-16,254.070007324219,NULL,1,Office Supplies,Returned,paypal,QC,Montreal,NULL,1,NULL,Defective
