order_id,customer_id,product_id,campaign_id,order_date,order_total_cad,discount_amount_cad,quantity,category,order_status,payment_method,province,city,session_duration_minutes,is_repeat_customer,delivery_days,return_reason
3673208,816318,15255,,2025-11-10,60.44,0.0,3,Groceries,Returned,Apple Pay,ON,Toronto,19.3,1,,Changed mind
5819487,708093,97704,7836.0,2023-03-10,88.12,4.73,1,Health & Beauty,Cancelled,Paypal,BC,Burnaby,20.2,1,,
9936520,576919,68189,,2025-11-26,113.4,0.0,2,Groceries,Completed,Interac e-Transfer,BC,Kelowna,40.4,1,12.0,
9039716,652530,68287,,2025-04-29,132.78,0.0,2,Health & Beauty,completed,Credit Card,ON,Toronto,39.5,1,13.0,
9126845,352249,81479,6814.0,2025-05-26,34.59,6.35,1,Groceries,Completed,Debit Card,QC,Laval,19.4,1,1.0,
5846017,271339,73133,8619.0,2024-09-06,148.89,0.0,4,Household,Completed,Credit Card,BC,Surrey,23.4,1,6.0,
8685283,364525,77205,7785.0,2025-09-27,53.89,0.0,1,Electronics,Returned,Interac e-Transfer,BC,Burnaby,29.7,1,,Defective
7481689,395023,70825,2526.0,2024-10-08,46.28,6.54,1,Household,Processing,PAYPAL,ON,Hamilton,12.6,1,,
5073777,772324,89202,2249.0,2025-01-14,88.96,13.22,1,Groceries,Processing,Credit Card,ON,Markham,29.4,1,,
1912015,656251,59609,,2024-06-16,254.07,,1,Office Supplies,Returned,paypal,QC,Montreal,,1,,Defective
9915844,189771,97651,9474.0,2023-08-30,165.81,0.0,4,Groceries,Returned,Debit Card,QC,Quebec City,40.6,1,,Not as described
4567257,378085,74894,3871.0,2025-10-17,138.5,,2,Household,Completed,Interac e-Transfer,AB,Red Deer,17.8,1,12.0,
6591855,172933,74367,,2025-08-18,271.67,0.0,1,Groceries,Returned,Credit Card,QC,Montreal,10.6,1,,Wrong item
8373068,779172,91462,9474.0,2023-09-14,111.43,0.0,6,Groceries,completed,,QC,Montreal,22.2,1,6.0,
3215115,572387,82464,,2023-05-29,37.48,0.0,3,Health & Beauty,Completed,Debit Card,ON,Mississauga,36.2,1,6.0,
1496862,763928,23816,3775.0,2025-09-14,108.85,16.06,2,Sports & Outdoors,Completed,Credit Card,ON,Toronto,43.0,1,13.0,
2585286,761759,78393,,2022-10-21,68.86,0.0,5,Household,Completed,Debit Card,PE,Charlottetown,,1,8.0,
1952719,498858,24392,,2025-10-10,247.81,0.0,3,Health & Beauty,Returned,CC,ON,Ottawa,6.7,1,,Wrong item
1619977,516791,85666,,2022-03-03,144.58,0.0,4,Household,Canceled,Debit Card,BC,Richmond,26.3,1,,
8005648,770556,97599,,2024-11-08,114.58,0.0,3,Clothing,COMPLETED,Debit Card,AB,Calgary,33.6,1,8.0,
5191718,883618,35333,2526.0,2024-10-09,112.45,10.55,1,Electronics,Cancelled,Credit Card,ON,Hamilton,40.3,1,,
5480097,254739,13704,,2022-11-30,85.38,0.0,4,Groceries,Completed,Credit Card,AB,Calgary,34.9,1,5.0,
8720936,631756,53097,,2025-11-09,161.82,0.0,1,Groceries,Completed,Credit Card,BC,Surrey,1.1,1,14.0,
6157224,778998,76445,5922.0,2025-02-18,18.04,1.48,2,Groceries,Completed,Apple Pay,ON,Toronto,34.9,1,9.0,
2350595,900581,31702,,2022-06-20,146.06,0.0,1,Groceries,Completed,,QC,Laval,29.1,1,14.0,
9470648,579187,24265,2526.0,2024-10-20,36.01,0.0,3,Groceries,Completed,Debit Card,QC,Quebec City,43.9,1,8.0,
1240903,101773,37288,,2024-11-22,189.17,0.0,2,Electronics,Returned,Credit Card,BC,Richmond,28.9,1,,Not as described
5431811,400850,16630,,2025-10-12,99.08,0.0,2,Household,Completed,PayPal,QC,Montreal,11.2,1,,
3258459,502810,43471,,2025-12-15,154.49,0.0,2,Groceries,Completed,credit card,AB,Edmonton,3.8,1,9.0,
1764371,693419,60379,,2024-12-19,70.19,,1,Health & Beauty,Returned,PayPal,ON,Hamilton,27.9,1,,
3583387,279516,42911,,2022-08-13,77.35,0.0,4,Clothing,processing,Debit Card,ON,Hamilton,13.4,1,,
3632157,943170,95739,1514.0,2023-05-17,94.88,0.0,1,Clothing,Completed,PayPal,SK,Regina,10.8,1,1.0,
4267459,278794,35484,4956.0,2023-10-19,92.73,0.0,4,Clothing,Completed,PayPal,ON,London,,1,5.0,
1258537,338651,90486,,2025-12-22,57.84,0.0,1,Electronics,in process,PayPal,NL,St. Johns,23.8,0,,
6302129,255287,87190,3871.0,2025-10-01,98.24,16.71,1,Groceries,Returned,Apple Pay,ON,Mississauga,23.7,1,,Not as described
8998249,364742,69733,,2025-07-21,164.29,0.0,3,Groceries,Completed,PayPal,ON,London,11.0,1,3.0,
6775461,161733,68501,,2025-09-18,90.54,0.0,5,Household,Completed,Debit Card,ON,London,34.9,1,11.0,
8661944,582446,69454,,2025-10-15,64.36,0.0,4,Office Supplies,Completed,Credit Card,QC,Laval,30.0,1,9.0,
5180754,567576,72354,6179.0,2025-07-28,96.72,9.41,2,Clothing,COMPLETED,Pay Pal,QC,Laval,2.9,1,7.0,
4603721,378085,96889,,2025-11-18,107.85,0.0,3,Household,Processing,Credit Card,AB,Red Deer,1.1,1,,
8259861,908554,60436,,2025-03-04,32.62,0.0,2,Clothing,PROCESSING,Credit Card,QC,Laval,29.0,1,,
4141275,336574,72503,5462.0,2024-01-27,111.86,18.25,2,Sports & Outdoors,Completed,Credit Card,BC,Richmond,42.5,1,7.0,
9409580,237118,41669,,2025-09-06,17.14,0.0,4,Groceries,RETURNED,Debit Card,BC,Surrey,24.6,1,,Defective
9055994,920652,69454,,2024-09-16,133.03,0.0,1,Office Supplies,Completed,CREDIT CARD,MB,Brandon,31.8,1,1.0,
7344242,675462,33043,,2025-09-19,88.57,,1,Health & Beauty,Completed,Debit Card,AB,Red Deer,35.6,1,10.0,
6775091,531712,79198,,2025-07-06,64.32,0.0,1,Health & Beauty,Completed,Paypal,ON,Brampton,23.8,1,7.0,
8538411,571579,89072,,2024-12-31,28.41,0.0,1,Household,Processing,Interac e-Transfer,QC,Gatineau,25.5,1,,
7038449,119927,95413,,2025-11-16,0.0,0.0,5,Health & Beauty,Returned,Debit Card,QC,Gatineau,40.3,1,,Defective
6993323,915922,46321,,2022-07-03,88.77,0.0,5,Groceries,Returned,Debit Card,AB,Lethbridge,,1,,Defective
6822458,482554,56763,,2025-08-17,55.75,0.0,1,Household,Cancelled,Credit Card,BC,Richmond,33.9,1,,
3328381,964749,77779,,2025-05-31,79.21,0.0,2,Groceries,Completed,PayPal,QC,Montreal,22.3,1,9.0,
6567738,385765,12482,1514.0,2023-07-04,118.35,,3,Sports & Outdoors,Completed,PayPal,AB,Edmonton,28.7,1,2.0,
9538313,161733,85325,5706.0,2024-07-24,38.64,0.0,3,Health & Beauty,Completed,credit card,ON,London,27.4,1,5.0,
7939415,171603,82464,,2024-12-24,98.64,0.0,1,Health & Beauty,Cancelled,PayPal,MB,Brandon,38.4,1,,
6432017,907451,87190,6132.0,2023-02-25,74.96,0.0,1,Groceries,Cancelled,Debit Card,ON,Hamilton,24.8,1,,
7445367,196214,43471,3775.0,2025-08-02,121.62,24.32,1,Groceries,Completed,Debit,AB,Calgary,2.6,1,13.0,
7041303,220096,89072,,2024-08-08,110.66,0.0,2,Household,Cancelled,Apple Pay,BC,Abbotsford,13.5,1,,
1410539,254506,50695,6963.0,2021-10-30,88.68,9.7,3,Clothing,Returned,Credit Card,AB,Lethbridge,20.6,1,,
8150427,988432,12616,,2024-11-18,142.49,0.0,2,Groceries,Returned,Credit Card,ON,Toronto,39.3,1,,Not as described
7451094,231414,75373,,2025-09-13,116.3,0.0,2,Groceries,Completed,Credit Card,BC,Vancouver,30.7,1,7.0,
5485779,226516,39847,,2023-08-09,31.67,0.0,4,Household,Cancelled,PayPal,MB,Brandon,34.1,1,,
9404780,411882,46414,,2025-10-30,108.09,0.0,1,Sports & Outdoors,Completed,,BC,Vancouver,20.6,1,2.0,
9001949,920934,72354,,2025-08-03,171.58,0.0,4,Clothing,cancelled,Credit Card,ON,Markham,44.3,1,,
9810442,117031,17155,6814.0,2025-04-18,32.81,0.0,2,Toys & Games,Cancelled,Credit Card,ON,Ottawa,11.6,1,,
3815280,859396,82464,,2024-12-16,37.67,0.0,2,Health & Beauty,Completed,Debit Card,ON,Toronto,17.5,1,4.0,
7725253,940010,39429,,2025-10-12,32.83,0.0,2,Groceries,Completed,Debit Card,ON,Mississauga,22.5,1,8.0,
6198921,945362,51111,9861.0,2024-11-14,167.22,25.79,2,Household,Completed,paypal,QC,Gatineau,19.1,1,11.0,
9558900,595631,19336,,2023-12-26,52.9,0.0,4,Household,Returned,Debit Card,BC,Surrey,20.2,1,,Changed mind
8935201,925013,71297,,2025-12-26,26.78,0.0,4,Electronics,Completed,Interac e-Transfer,QC,Quebec City,1.9,1,12.0,
2871779,123005,68189,2249.0,2025-02-17,91.12,8.42,3,Groceries,Returned,Debit Card,ON,Brampton,23.6,1,,Wrong item
4760849,769975,16891,,2024-07-31,112.24,0.0,3,Groceries,Completed,,BC,Kelowna,19.7,1,3.0,
1754339,296412,77295,8335.0,2024-11-19,57.87,0.0,2,Groceries,completed,Google Pay,ON,London,13.5,0,14.0,
1860199,233827,98293,,2023-12-09,28.4,0.0,1,Groceries,RETURNED,,ON,London,12.7,0,,Changed mind
1901788,768636,73909,3161.0,2022-12-22,37.84,0.0,2,Groceries,Completed,Credit Card,AB,Lethbridge,35.1,1,14.0,
3948632,310548,93059,5032.0,2025-09-04,81.67,0.0,3,Electronics,Returned,Credit Card,BC,Kelowna,22.1,1,,Wrong item
6761371,892280,77582,1646.0,2025-01-03,57.86,0.0,5,Clothing,COMPLETED,PayPal,AB,Lethbridge,1.1,1,2.0,
6911462,603935,49158,,2025-09-18,115.08,0.0,4,Household,Completed,Credit Card,BC,Abbotsford,21.6,1,4.0,
5382102,284171,23186,,2024-12-30,152.16,0.0,3,Groceries,Returned,Debit Card,AB,Calgary,3.3,1,,Wrong item
7798286,351997,70177,,2025-12-14,82.77,0.0,6,Toys & Games,Returned,Debit Card,ON,Ottawa,2.0,1,,
5446285,120480,69366,,2025-05-22,126.52,0.0,3,Sports & Outdoors,Completed,Credit Card,ON,London,29.2,0,11.0,
6713848,880758,46414,,2025-12-13,50.44,0.0,1,Sports & Outdoors,Completed,Debit Card,ON,Hamilton,28.0,1,13.0,
5182998,190403,73080,,2025-01-20,38.85,0.0,2,Groceries,Completed,Debit Card,BC,Richmond,,1,1.0,
5004197,862120,69733,,2025-12-20,22.69,0.0,1,Groceries,Returned,Debit Card,ON,Toronto,,1,,Not as described
5793488,759580,92967,,2024-11-04,163.4,0.0,4,Health & Beauty,Completed,Debit Card,ON,Mississauga,18.7,1,12.0,
8461227,228473,60436,1238.0,2025-03-24,107.87,5.42,1,Clothing,Returned,Pay Pal,NS,Dartmouth,9.3,1,,Wrong item
9551602,649414,32361,,2024-12-15,131.87,0.0,2,Electronics,Completed,Google Pay,ON,Ottawa,28.2,1,,
6857295,883618,83800,,2025-03-17,124.84,0.0,3,Household,Cancelled,Credit Card,ON,Hamilton,38.6,1,,
3285586,172933,68287,6814.0,2025-05-31,121.61,0.0,1,Health & Beauty,COMPLETED,credit card,QC,Montreal,10.6,1,9.0,
5454439,758765,46414,,2022-03-24,59.67,0.0,2,Sports & Outdoors,Completed,Credit Card,ON,Markham,10.0,1,4.0,
9534966,707314,14000,3871.0,2025-10-05,280.03,25.57,2,Sports & Outdoors,Completed,Credit Card,QC,Gatineau,31.3,1,2.0,
5800904,425301,22524,,2025-12-19,300.89,0.0,4,Electronics,Return,Credit Card,ON,Mississauga,39.9,1,,Changed mind
5828949,356736,99954,,2024-09-17,127.38,0.0,6,Toys & Games,Completed,Credit Card,QC,Montreal,26.1,1,13.0,
8635668,507524,96476,,2025-04-07,184.65,0.0,2,Health & Beauty,Cancelled,Credit Card,ON,Ottawa,30.7,1,,
1101552,772324,60440,,2024-12-23,106.35,0.0,5,Groceries,Cancelled,PayPal,ON,Markham,15.4,1,,
5809098,119927,60436,9861.0,2024-12-11,70.0,12.06,2,Clothing,Completed,,QC,Gatineau,25.6,1,5.0,
2984160,705397,52620,,2023-11-03,116.83,0.0,1,Clothing,Completed,Credit Card,QC,Gatineau,14.7,1,3.0,
6223892,423232,33043,,2024-10-06,134.92,0.0,1,Health & Beauty,Cancelled,Credit Card,ON,London,26.6,1,,
7239071,768891,58631,,2024-10-22,74.16,0.0,4,Groceries,Completed,Debit Card,QC,Montreal,17.8,1,4.0,
1590999,955374,96889,,2025-06-01,42.18,0.0,4,Household,Completed,PayPal,QC,Gatineau,9.1,1,,
6518709,707727,17705,3668.0,2021-11-13,72.19,7.12,1,Health & Beauty,Completed,PayPal,NB,Moncton,23.4,1,9.0,
7469913,322423,53097,,2025-08-29,104.34,0.0,3,Groceries,Completed,Debit Card,ON,Toronto,20.5,1,7.0,
4556907,466643,39847,,2025-11-06,97.57,0.0,6,Household,Completed,Interac e-Transfer,QC,Gatineau,3.0,1,10.0,
4285409,632323,20054,,2024-12-25,94.9,0.0,2,Clothing,Returned,Credit Card,QC,Gatineau,26.1,1,,Not as described
9093035,833723,85326,,2022-05-31,77.8,0.0,2,Health & Beauty,Completed,Debit Card,AB,Calgary,37.1,1,14.0,
1677328,399105,17000,,2022-05-14,79.2,0.0,2,Electronics,Completed,,ON,Ottawa,29.7,1,13.0,
8170569,427626,93427,8141.0,2022-03-31,209.45,37.16,2,Electronics,Completed,Apple Pay,ON,Ottawa,14.2,1,5.0,
6618073,671015,97141,,2025-08-07,162.53,0.0,1,Health & Beauty,Returned,Google Pay,ON,Markham,38.4,1,,Defective
2776778,622707,10192,,2023-03-02,88.73,,4,Toys & Games,Completed,debit card,AB,Red Deer,7.9,1,6.0,
2101787,315173,28495,,2023-10-03,32.16,0.0,3,Health & Beauty,Completed,Credit Card,ON,Markham,9.8,1,13.0,
9767358,155843,23186,7230.0,2025-05-24,17.14,0.0,2,Groceries,Completed,Google Pay,ON,Ottawa,4.0,0,12.0,
2752346,134225,87190,,2025-01-01,196.66,0.0,2,Groceries,Returned,Apple Pay,ON,Ottawa,33.3,1,,Changed mind
7608570,679364,36840,3791.0,2025-06-10,138.33,7.53,4,Household,Completed,PAYPAL,QC,Montreal,41.3,1,10.0,
3023768,290305,85252,,2022-03-28,118.16,0.0,2,Household,Completed,Credit Card,ON,Brampton,27.5,1,12.0,
4318928,982277,93989,5732.0,2025-03-16,130.65,19.97,4,Groceries,returned,Google Pay,ON,Ottawa,15.2,1,,
9972740,485896,74766,,2024-07-06,34.58,0.0,4,Household,Completed,CC,QC,Laval,25.8,0,8.0,
8396642,688153,24753,8473.0,2023-11-10,116.41,0.0,2,Household,Returned,Credit Card,QC,Gatineau,33.0,1,,
7106435,401603,85325,,2024-01-05,99.88,0.0,1,Health & Beauty,Returned,Debit Card,BC,Surrey,,1,,Wrong item
6842763,722937,70825,8619.0,2024-09-15,283.59,25.31,2,Household,Completed,Google Pay,ON,Hamilton,12.2,1,14.0,
6464210,823811,96084,,2025-01-27,202.35,0.0,2,Groceries,Returned,Interac e-Transfer,QC,Quebec City,21.9,1,,Not as described
5687704,757937,89784,,2023-12-13,5.0,,1,Clothing,Completed,,ON,Markham,17.7,1,1.0,
3743612,634473,51376,2690.0,2024-02-25,36.7,0.0,1,Groceries,Returned,Credit Card,ON,Markham,,1,,Changed mind
3989102,454992,45411,,2025-07-05,57.65,0.0,2,Health & Beauty,Completed,Credit Card,ON,London,,0,9.0,
9799498,744883,74894,,2024-12-18,86.85,0.0,2,Household,Completed,Apple Pay,ON,Ottawa,12.0,1,14.0,
2731281,765095,88391,,2023-04-08,70.35,0.0,1,Electronics,Returned,,PE,Charlottetown,4.8,1,,Wrong item
4203652,837852,95739,,2024-04-21,94.1,0.0,2,Clothing,Completed,debit card,ON,Mississauga,3.1,1,3.0,
5129727,907189,69733,6250.0,2023-06-03,89.9,0.0,2,Groceries,Completed,Credit Card,ON,Markham,10.6,1,3.0,
3546111,988432,46414,,2025-01-06,47.08,0.0,2,Sports & Outdoors,Returned,Credit Card,ON,Toronto,16.6,1,,Defective
5845443,404466,25810,1326.0,2021-06-10,86.02,12.23,0,Electronics,Returned,Apple Pay,ON,Mississauga,14.2,0,,
2284412,665492,79632,,2025-10-11,131.43,0.0,3,Sports & Outdoors,Returned,Apple Pay,ON,Hamilton,41.8,1,,Wrong item
8721958,618119,64296,4579.0,2021-07-21,45.72,5.47,1,Sports & Outdoors,Completed,PayPal,QC,Gatineau,5.0,1,14.0,
8751377,235300,55601,6822.0,2024-07-15,95.76,18.72,1,Clothing,Returned,Google Pay,ON,Toronto,39.7,1,,Defective
2461656,675462,69454,,2025-05-10,67.97,0.0,2,Office Supplies,Completed,Debit Card,AB,Red Deer,15.2,1,13.0,
2358627,507524,56547,3775.0,2025-09-10,32.05,0.0,5,Sports & Outdoors,Completed,Credit Card,ON,Ottawa,17.0,1,9.0,
9720836,189772,58763,6822.0,2024-07-16,44.65,2.31,4,Office Supplies,Processing,PayPal,PE,Charlottetown,8.1,1,,
1097453,295085,19759,2784.0,2025-06-17,56.03,0.0,1,Health & Beauty,Completed,Credit Card,ON,Brampton,11.6,1,5.0,
2811009,605937,53097,,2022-10-24,92.62,0.0,2,Groceries,Completed,Credit Card,BC,Abbotsford,10.3,1,2.0,
7332193,620856,31375,3871.0,2025-10-02,38.06,3.09,3,Groceries,Cancelled,Credit Card,MB,Winnipeg,20.0,1,,
8406915,201514,94582,,2025-07-22,108.02,0.0,2,Groceries,Cancelled,Apple Pay,BC,Burnaby,9.6,1,,
8730667,929151,45411,,2025-04-29,60.6,0.0,4,Health & Beauty,Completed,Debit Card,ON,Toronto,4.1,1,4.0,
5941092,688637,70177,3775.0,2025-09-04,21.84,1.28,2,Toys & Games,Cancelled,Interac e-Transfer,QC,Quebec City,24.4,1,,
4249357,570405,75015,,2024-08-11,52.02,0.0,3,Groceries,Processing,credit card,ON,Brampton,36.7,1,,
7358879,440131,24265,,2025-03-21,100.92,0.0,2,Groceries,Cancelled,Interac e-Transfer,QC,Montreal,34.3,1,,
1865737,607774,68557,,2023-03-16,107.13,0.0,1,Health & Beauty,Completed,Interac e-Transfer,AB,Red Deer,37.2,1,11.0,
5429343,850800,22717,,2025-07-08,163.97,0.0,2,Clothing,Returned,Credit Card,QC,Laval,2.3,1,,Wrong item
1042370,564656,47615,,2025-07-27,179.21,0.0,2,Clothing,Completed,Debit Card,QC,Laval,22.8,1,3.0,
9720251,540552,13445,,2025-07-16,23.79,0.0,1,Clothing,Completed,Credit card,ON,Ottawa,33.4,1,6.0,
6567363,446954,17392,,2023-06-15,138.11,0.0,4,Electronics,Returned,PayPal,QC,Quebec City,,1,,Defective
3604669,945664,12340,3382.0,2023-11-28,75.99,11.62,4,Groceries,Processing,Google Pay,ON,Hamilton,41.7,0,,
8356629,739717,87190,3871.0,2025-10-08,5.0,0.77,2,Groceries,COMPLETED,Credit Card,QC,Montreal,13.1,1,5.0,
2667010,952993,47615,8473.0,2023-11-06,-69.28,0.0,2,Clothing,Completed,Credit Card,QC,Quebec City,2.8,1,6.0,
5333449,455784,73080,,2023-01-13,47.84,0.0,1,Groceries,Returned,Credit Card,QC,Quebec City,35.9,1,,Not as described
4747218,571579,26414,2690.0,2024-03-09,49.84,7.39,2,Electronics,Completed,Credit Card,QC,Gatineau,26.8,1,1.0,
7973045,237174,97704,,2024-05-20,87.42,0.0,3,Health & Beauty,Cancelled,PayPal,NL,St. Johns,37.4,1,,
5551727,945964,96889,,2024-12-18,96.31,0.0,2,Household,Completed,Credit Card,QC,Laval,42.8,1,2.0,
8890808,589491,96084,,2024-11-25,35.46,0.0,1,Groceries,Completed,Credit card,ON,London,,1,12.0,
5242849,762423,46321,,2023-08-27,116.47,0.0,2,Groceries,Completed,e-transfer,BC,Kelowna,22.2,1,14.0,
4447616,205409,74367,,2025-09-15,129.74,0.0,2,Groceries,Returned,Credit Card,QC,Laval,37.4,1,,Defective
6129911,571145,41669,3161.0,2022-11-22,22.17,0.0,4,Groceries,COMPLETED,,BC,Burnaby,32.9,1,9.0,
9052430,831076,37288,,2025-12-11,49.53,0.0,2,Electronics,Returned,Credit Card,QC,Quebec City,18.2,1,,Defective
7550423,942700,85666,,2024-11-01,65.65,0.0,3,Household,Completed,PayPal,NS,Halifax,18.5,1,1.0,
9670120,881369,69733,,2025-08-04,43.63,0.0,2,Groceries,Completed,Credit card,BC,Kelowna,2.8,1,5.0,
9945837,773540,98979,,2025-01-24,96.53,0.0,1,Groceries,Returned,PayPal,PE,Charlottetown,14.2,1,,Changed mind
4560704,483629,91165,,2025-11-18,54.03,0.0,2,Toys & Games,Completed,Debit Card,AB,Edmonton,25.9,1,2.0,
9483296,656711,81223,,2024-11-15,98.75,0.0,1,Household,Completed,Apple Pay,ON,London,20.9,1,12.0,
8011398,640970,10132,,2024-02-19,59.14,0.0,4,Office Supplies,Processing,Apple Pay,ON,Brampton,25.1,1,,
2367270,754858,77779,,2025-04-20,26.96,0.0,1,Groceries,Returned,Credit Card,BC,Burnaby,30.3,1,,
7559259,666456,61407,8335.0,2024-11-22,192.86,35.23,2,Office Supplies,Completed,PayPal,ON,Brampton,10.8,1,8.0,
2521381,265156,92967,,2025-03-08,262.82,0.0,1,Health & Beauty,Returned,Credit Card,NL,St. Johns,16.1,1,,Changed mind
9832270,916990,49392,5088.0,2022-10-28,270.33,0.0,2,Groceries,COMPLETED,Credit Card,QC,Laval,17.7,1,4.0,
9061690,445658,15680,,2025-12-26,40.21,0.0,3,Household,Completed,Debit Card,ON,London,19.3,1,11.0,
8707554,392004,93684,2784.0,2025-05-14,40.05,7.26,1,Groceries,complete,Credit Card,QC,Gatineau,,1,11.0,
7427340,402096,96084,9595.0,2024-06-03,46.78,0.0,1,Groceries,Completed,Google Pay,ON,Markham,4.6,1,7.0,
6152746,741390,98542,,2024-07-31,45.16,0.0,1,Clothing,Processing,Credit Card,ON,Ottawa,,1,,
6308143,795205,23186,2249.0,2025-01-08,41.6,0.0,3,Groceries,Completed,Credit Card,NS,Dartmouth,6.0,1,3.0,
9782968,355123,97651,3775.0,2025-08-08,49.5,0.0,5,Groceries,Completed,Credit Card,ON,Hamilton,9.4,1,11.0,
1935555,630538,17705,,2025-11-08,44.43,0.0,3,Health & Beauty,Returned,PayPal,ON,Mississauga,7.8,1,,Changed mind
5914287,888539,51376,3012.0,2025-03-29,86.73,0.0,2,Groceries,Completed,Credit Card,QC,Montreal,15.0,0,11.0,
4171763,810526,45431,,2025-09-02,35.51,0.0,1,Toys & Games,Cancelled,Credit Card,ON,Toronto,,1,,
